Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (TestCase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
T  - Staff Name: Staff name must be retrieved from the database,N3NJS1809-101,10261,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 10:53 AM,18/Jul/24 1:40 PM,18/Jul/24 3:19 PM,18/Jul/24 10:54 AM,,0,,"* T  - Staff Name: Staff name must be retrieved from the database
Steps we’ll take…
1. Click New Sale Bill button
2. At Staff Name field, there must have name of Staff that was created in database. Example: Chris Nguyen
Success is:
Display all the Staff name that was created in database",,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,,,,,,,,,,N3NJS1809-89,,,,,,,,,N3NJS1809-161,,,,,,,,,,18/Jul/24 10:55 AM;712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2;Screenshot (387).png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10149,,Display all the Staff name that was created in database,,,,,,{},,,,,,Display all the Staff name that was created in database,,,,,0|i001g7:,,,,,,,,,,,,,,,Unit,"Steps we’ll take…
1. Click New Sale Bill button
2. At Staff Name field, there must have name of Staff that was created in database. Example: Chris Nguyen",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_74202,,,Done,18/Jul/24 10:54 AM
"T53  - Counter Name: Counter Name must be retrieved from the database.
",N3NJS1809-100,10260,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 10:46 AM,18/Jul/24 1:55 PM,18/Jul/24 3:19 PM,18/Jul/24 10:50 AM,,0,SaleManagement,"* T53  - Counter Name: Counter Name must be retrieved from the database.|
Steps we’ll take…
1. Click New Sale Bill button
2. At Counter Name field, there must have Name of Counter that was created in database. Example: 312, 231, 431

Success is:
Display all the counter name that was created in database",,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,,,,,,,,,,N3NJS1809-89,,,,,,,,,N3NJS1809-160,,,,,,,,,,18/Jul/24 10:45 AM;712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2;Screenshot (386).png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10148,,Display all the counter name that was created in database,,,,,,{},,,,,,Display all the counter name that was created in database,,,,,0|i001fz:,,,,,,,,,,,,,,,Unit,"Steps we’ll take…
1. Click New Sale Bill button
2. At Counter Name field, there must have Name of Counter that was created in database. Example: 312, 231, 431",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_250538,,,Done,18/Jul/24 10:50 AM
T.. Gender Verification - Gender is required,N3NJS1809-99,10259,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,18/Jul/24 3:43 AM,18/Jul/24 6:42 AM,18/Jul/24 3:19 PM,18/Jul/24 3:43 AM,,0,CustomerInformationManagement,"T.. Gender is required
Steps we’ll take…

# Do not choose any option in gender field
# Input the rest field:

Code: SE183823

Full name : My Anh

Address: ABC

Phone Number: 0123456789

# Click on Submit button

 *Success is….*✨

An error message “Gender is required” must be shown.",,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An error message “Gender is required” is shown,,,,,,{},,,,,,,,,,,0|i001fr:,,,,,N3NJS180 Sprint 1,,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"Do not choose any option in gender field

Input the rest field:

Code: SE183823

Full name : My Anh

Address: ABC

Phone Number: 0123456789

Click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_706,,,Done,18/Jul/24 3:43 AM
T.. Code Verification - Code is required,N3NJS1809-98,10258,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,18/Jul/24 3:26 AM,18/Jul/24 1:47 PM,18/Jul/24 3:19 PM,18/Jul/24 1:33 PM,,0,CreateCustomer,"h2. Description

T.. Code is required
Steps we’ll take…

# Do not input any value in code field
# Input the rest fields correctly
# Click on Submit button

 *Success is….*✨

An error message “Code is required” must be shown",,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,,,,,,,,,,,,,,,,,,N3NJS1809-44,,,,,,,,,N3NJS1809-129,N3NJS1809-135,N3NJS1809-138,N3NJS1809-143,N3NJS1809-145,N3NJS1809-146,N3NJS1809-153,N3NJS1809-159,N3NJS1809-163,,,,An error message “Code is required” is shown,,,,,,{},,,,,,An error message “Code is required” is shown,,,,,0|i001fj:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"1. Do not input any value in code field
2. Input the rest fields correctly
3. Click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_36450534,,,Done,18/Jul/24 1:33 PM
T27 Submit - Email or Code already exist,N3NJS1809-96,10256,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 1:50 AM,18/Jul/24 1:06 PM,18/Jul/24 1:06 PM,18/Jul/24 2:17 AM,,0,StaffManagement,"T27 Submit - Email or Code already exist
Steps we’ll take…
 1.Input the rest field : 

Code : TMP

   Full name : Trương Minh Phước

Password: 1234

  phoneNumber: 0987654321 

 email: [myeyes@gmail.com|mailto:myeyes@gmail.com]

 counter: 312 

# click on Submit button 
# Input the rest data, replace two value data:
Code: ZXC
Email: truongphuoc098@gmail.com
# click on Submit button


*Success is….*✨ 

An error message “Email or Code already exist” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-22,,,,,,,,,,,,,,,,,,N3NJS1809-92,18/Jul/24 2:18 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_021756777.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10146,18/Jul/24 2:18 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_021824741.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10147,An error message “Email or Code already exist” must be shown,,,,,,{},,,,,,An error message “Email or Code already exist” must be shown,,,,,0|i001fb:,Code and Email are unique in database and cannot create new staff same as code/email that already have,,,,,,,,,,,,,,Unit,"1.Input the rest field : 

Code : TMP

   Full name : Trương Minh Phước

Password: 1234

  phoneNumber: 0987654321 

 email: myeyes@gmail.com

 counter: 312 

2.click on Submit button 

3. Input the rest data, replace two value data:
Code: ZXC
Email: truongphuoc098@gmail.com

4. click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1662048,,,Done,18/Jul/24 2:17 AM
T.. Counter - Counter is required,N3NJS1809-95,10255,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 1:49 AM,18/Jul/24 2:11 AM,18/Jul/24 2:11 AM,18/Jul/24 2:11 AM,,0,StaffManagement,"T.. Counter - Counter is required
Steps we’ll take…

1.Do not input any value Counter field 
 2.Input the rest field : 

Code : ZXC

   Full name : Trương Minh Phước

Password: 1234

  phoneNumber: 0987654321 

 email: [myeyes@gmail.com|mailto:myeyes@gmail.com]

# click on Submit button 


*Success is….*✨ 

An error message “Counter is required” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-92,18/Jul/24 2:10 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_021012407.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10145,,An error message “Counter is required” must be shown,,,,,,{},,,,,,An error message “Counter is required” must be shown,,,,,0|i001f3:,,,,,,,,,,,,,,,Unit,"1.Do not input any value Counter field 
 2.Input the rest field : 

Code : ZXC

   Full name : Trương Minh Phước

Password: 1234

  phoneNumber: 0987654321 

 email: myeyes@gmail.com

3. click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1291208,,,Done,18/Jul/24 2:11 AM
T25 Email - Email must be valid,N3NJS1809-94,10254,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 1:49 AM,18/Jul/24 1:04 PM,18/Jul/24 1:03 PM,18/Jul/24 2:08 AM,,0,StaffManagement,"T25 Email - Email must be valid
Steps we’ll take…

1.Input a website domain in Email field 
 2.Input the rest field : 

Code : ZXC

   Full name : Trương Minh Phước

Password: 1234

  phoneNumber: 0987654321 

 email: facebook.com

 counter: 312 

# click on Submit button 


*Success is….*✨ 

An error message “Email must be valid” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-22,,,,,,,,,N3NJS1809-131,,,,,,,,,N3NJS1809-92,18/Jul/24 2:07 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_020750688.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10144,,An error message “Email must be valid” must be shown,,,,,,{},,,,,,An error message “Email must be valid” must be shown,,,,,0|i001ev:,,,,,,,,,,,,,,,Unit,"1.Input a website domain in Email field 
 2.Input the rest field : 

Code : ZXC

   Full name : Trương Minh Phước

Password: 1234

  phoneNumber: 0987654321 

 email: facebook.com

 counter: 312 

3.click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1121125,,,Done,18/Jul/24 2:08 AM
"T24 Phone Number - Phone Number must be numberic and at 9 digits
",N3NJS1809-93,10253,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 1:49 AM,18/Jul/24 1:02 PM,18/Jul/24 1:02 PM,18/Jul/24 2:04 AM,,0,StaffManagement,"T24 Phone Number - Phone Number must be numberic and at 9 digits
Steps we’ll take…

1.Input any value PhoneNumber field that lower than 8 number or character.
 2.Input the rest field : 

Code : ZXC

   Full name : Trương Minh Phước

Password: 1234

  phoneNumber: abcdxz || 123456

 email: [myeyes@gmail.com|mailto:myeyes@gmail.com]

 counter: 312 

# click on Submit button 


*Success is….*✨ 

An error message “Phone Number must be numberic and at 9 digits” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-22,,,,,,,,,,,,,,,,,,N3NJS1809-92,18/Jul/24 2:03 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_020346361.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10142,18/Jul/24 2:04 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_020407318.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10143,An error message “Phone Number must be numberic and at 9 digits” must be shown,,,,,,{},,,,,,An error message “Phone Number must be numberic and at 9 digits” must be shown,,,,,0|i001en:,,,,,,,,,,,,,,,Unit,"1.Input any value PhoneNumber field that lower than 8 number or character.
 2.Input the rest field : 

Code : ZXC

   Full name : Trương Minh Phước

Password: 1234

  phoneNumber: abcdxz || 123456

 email: myeyes@gmail.com

 counter: 312 

3. click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_909162,,,Done,18/Jul/24 2:04 AM
T23 Password - Password is required,N3NJS1809-92,10252,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 1:21 AM,18/Jul/24 1:02 PM,18/Jul/24 1:02 PM,18/Jul/24 1:53 AM,,0,StaffManagement,"T23 Password - Password is required
Steps we’ll take…

1.Do not input any value Password field 
 2.Input the rest field : 

Code : ZXC

   Full name : Trương Minh Phước

  phoneNumber: 0987654321 

 email: [myeyes@gmail.com|mailto:myeyes@gmail.com]

 counter: 312 

# click on Submit button 


*Success is….*✨ 

An error message “Password is required” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-22,,,,,,,,,N3NJS1809-93,N3NJS1809-94,N3NJS1809-95,N3NJS1809-96,,,,,,N3NJS1809-59,18/Jul/24 1:47 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_014715833.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10140,,An error message “Password is required” must be shown,,,,,,{},,,,,,An error message “Password is required” must be shown,,,,,0|i001ef:,,,,,,,,,,,,,,,Unit,"1.Do not input any value Password field 
 2.Input the rest field : 

Code : ZXC

   Full name : Trương Minh Phước

  phoneNumber: 0987654321 

 email: myeyes@gmail.com

 counter: 312 

click on Submit button",Pass,,,,10004_*:*_2_*:*_25370_*|*_10003_*:*_2_*:*_1914937,,,Done,18/Jul/24 1:53 AM
T22 Full Name - Full Name must contain at least 2 words,N3NJS1809-91,10251,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 1:20 AM,18/Jul/24 1:01 PM,18/Jul/24 1:01 PM,18/Jul/24 1:42 AM,,0,StaffManagement,"T22 Full Name - Full Name must contain at least 2 words
Steps we’ll take…

1.Do not input any value Full Name field 
 2.Input the rest field : 

 Code : ZXC

  Password: 1234

  phoneNumber: 0987654321 

 email: [myeyes@gmail.com|mailto:myeyes@gmail.com]

 counter: 312 

# click on Submit button 
# Input any 1 word in Full Name field (ex: Truong)
# Input the rest field….
# Click on Submit 


*Success is….*✨ 

An error message “Full Name must contain at least 2 words” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-22,,,,,,,,,N3NJS1809-118,,,,,,,,,N3NJS1809-59,18/Jul/24 1:26 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_012606408.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10138,18/Jul/24 1:27 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_012727436.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10139,An error message “Full Name must contain at least 2 words” must be shown,,,,,,{},,,,,,An error message “Full Name must contain at least 2 words” must be shown,,,,,0|i001e7:,,,,,,,,,,,,,,,Unit,"1.Do not input any value Full Name field 
 2.Input the rest field : 

 Code : ZXC

  Password: 1234

  phoneNumber: 0987654321 

 email: myeyes@gmail.com

 counter: 312 

3.click on Submit button 

4.Input any 1 word in Full Name field (ex: Truong)

5.Input the rest field….

6.Click on Submit",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1321894,,,Done,18/Jul/24 1:42 AM
UC16 - Sale Management - Pay bill,N3NJS1809-90,10250,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 12:48 AM,18/Jul/24 3:13 PM,18/Jul/24 3:19 PM,,,0,,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,N3NJS1809-106,N3NJS1809-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-6,Sale Management,,,,,purple,,,0|i001dz:,,,,,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,10166,Sale Management,To Do,18/Jul/24 12:48 AM
UC15 - Sale Management - Create Sale bill,N3NJS1809-89,10249,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 12:48 AM,18/Jul/24 3:13 PM,18/Jul/24 3:19 PM,,,0,,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,N3NJS1809-100,N3NJS1809-101,N3NJS1809-133,N3NJS1809-137,N3NJS1809-141,N3NJS1809-147,N3NJS1809-157,N3NJS1809-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-6,Sale Management,,,,,purple,,,0|i001dr:,,,,,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,10166,Sale Management,To Do,18/Jul/24 1:52 PM
T3 Login - Email/Password is incorrect,N3NJS1809-88,10248,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 12:41 AM,18/Jul/24 12:55 AM,18/Jul/24 12:49 AM,18/Jul/24 12:55 AM,,0,UserAuthentication,"T3 Email/Password field must be inputed  


Steps we’ll take…

 
1. Enter a valid email (myeyes@gmail.com) in email field

# Enter any character in password field 
# Click on Login button 
# Enter a invalid email ([facebook.com|http://facebook.com]) in email field
# Enter any character in password field 
# Click on Login 


Success is 

Display a notification “Email/Password is incorrect“",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-17,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-63,18/Jul/24 12:41 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_004022173.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10134,18/Jul/24 12:55 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_005458391.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10136,Display a notification “Email/Password is incorrect“,,,,,,{},,,,,,Display a notification “Email/Password is incorrect“,,,,,0|i001dj:,"1. first data input is not in database
2. second data input email is not type of email ",,,,,,,,,,,,,,Unit,"1.Enter a valid email (myeyes@gmail.com) in email field

2.Enter any character in password field 

3.Click on Login button 

4.Enter a invalid email (facebook.com) in email field

5.Enter any character in password field 

6.Click on Login",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_842196,,,Done,18/Jul/24 12:55 AM
T2 Password Verification - Password is required,N3NJS1809-87,10247,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 12:40 AM,18/Jul/24 12:48 AM,18/Jul/24 12:45 AM,18/Jul/24 12:48 AM,,0,UserAuthentication,"T02 Email field must be inputed  


Steps we’ll take…

 
1. Enter a valid email (myeyes@gmail.com) in email field

# Click on Login button 


Success is 

Display a notification “Password is required“",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-17,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-63,18/Jul/24 12:48 AM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_004835615.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10135,,Display a notification “Password is required“,,,,,,{},,,,,,Display a notification “Password is required“,,,,,0|i001db:,,,,,,,,,,,,,,,Unit,"1. Enter a valid email (myeyes@gmail.com) in email field

2.Click on Login button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_473428,,,Done,18/Jul/24 12:48 AM
UC07 -Staff Management- Delete Staff,N3NJS1809-86,10246,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,17/Jul/24 9:59 PM,18/Jul/24 3:14 PM,18/Jul/24 3:14 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-126,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-3,Staff Management,,,,,purple,,,0|i0010x:,,,,,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,10163,Staff Management,To Do,17/Jul/24 9:59 PM
UC06 - Staff Management- Manager update staff,N3NJS1809-85,10245,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,17/Jul/24 9:59 PM,18/Jul/24 3:14 PM,18/Jul/24 3:15 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-118,N3NJS1809-123,N3NJS1809-125,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-3,Staff Management,,,,,purple,,,0|i0010r:,,,,,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,10163,Staff Management,To Do,17/Jul/24 9:59 PM
